run_id,generation,avg_tree_test_acc,ensemble_train_acc,ensemble_test_acc,height_var,leaves_var,RF_baseline
359954,0,0.4765,0.6541,0.5405,9.54,144.23,0.6621621621621622
359954,1,0.4765,0.6541,0.5405,9.54,144.23,0.6621621621621622
359954,2,0.4809,0.6707,0.5676,9.77,167.64,0.6621621621621622
359954,3,0.4805,0.6677,0.5676,10.23,190.71,0.6621621621621622
359954,4,0.4841,0.6828,0.5811,11.29,236.46,0.6621621621621622
359954,5,0.4895,0.7024,0.5946,12.25,318.68,0.6621621621621622
359954,6,0.4923,0.713,0.5946,13.34,411.42,0.6621621621621622
359954,7,0.4948,0.7221,0.5946,14.89,532.47,0.6621621621621622
359954,8,0.4969,0.7356,0.6081,15.71,601.92,0.6621621621621622
359954,9,0.4983,0.7492,0.6081,15.97,648.38,0.6621621621621622
359954,10,0.5,0.7613,0.6081,16.37,694.64,0.6621621621621622
359954,11,0.5015,0.7674,0.6081,16.54,733.13,0.6621621621621622
359954,12,0.5031,0.7779,0.6081,16.67,766.93,0.6621621621621622
359954,13,0.5043,0.784,0.6216,16.86,779.59,0.6621621621621622
359954,14,0.5056,0.7961,0.6216,16.96,788.83,0.6621621621621622
359954,15,0.5069,0.8006,0.6216,16.97,799.33,0.6621621621621622
359954,16,0.5082,0.8097,0.6216,16.79,807.95,0.6621621621621622
359954,17,0.5093,0.8202,0.6216,16.76,818.15,0.6621621621621622
359954,18,0.5102,0.8248,0.6351,16.66,833.32,0.6621621621621622
359954,19,0.5112,0.8293,0.6486,16.56,842.53,0.6621621621621622
359954,20,0.5115,0.8338,0.6486,16.33,860.35,0.6621621621621622
359954,21,0.5116,0.8414,0.6486,16.14,876.79,0.6621621621621622
359954,22,0.5126,0.8459,0.6622,16.09,900.25,0.6621621621621622
359954,23,0.5133,0.8489,0.6622,15.96,921.73,0.6621621621621622
359954,24,0.5135,0.8505,0.6622,15.94,939.14,0.6621621621621622
359954,25,0.5138,0.8535,0.6622,15.85,954.34,0.6621621621621622
359954,26,0.5142,0.8565,0.6622,15.81,971.47,0.6621621621621622
359954,27,0.5144,0.858,0.6622,15.72,994.9,0.6621621621621622
359954,28,0.5148,0.8595,0.6622,15.58,1010.97,0.6621621621621622
359954,29,0.5149,0.8671,0.6757,15.7,1031.88,0.6621621621621622
359954,30,0.5151,0.8686,0.6757,15.63,1054.85,0.6621621621621622
359954,31,0.5152,0.8716,0.6757,15.46,1079.24,0.6621621621621622
359954,32,0.5154,0.8746,0.6757,15.34,1111.01,0.6621621621621622
359954,33,0.5158,0.8776,0.6757,15.3,1148.8,0.6621621621621622
359954,34,0.516,0.8822,0.6757,15.18,1191.26,0.6621621621621622
359954,35,0.5163,0.8852,0.6757,15.08,1250.23,0.6621621621621622
359954,36,0.5165,0.8867,0.6622,14.94,1295.83,0.6621621621621622
359954,37,0.5167,0.8882,0.6622,14.76,1343.38,0.6621621621621622
